customer_id,orders,units_sold,revenue,average_order_value
12690,1,106.0,389.01,389.01
12691,6,394.0,1035.8,172.63
12693,4,255.0,855.91,213.98
12694,2,509.0,869.67,434.84
12695,4,220.0,582.1,145.53
12697,3,508.0,957.59,319.2
12700,4,2967.0,4939.99,1235.0
12701,2,678.0,797.71,398.86
12702,1,53.0,219.0,219.0
12703,1,164.0,283.55,283.55
12704,8,1006.0,2340.84,292.61
12705,9,3997.0,6868.29,763.14
12707,1,256.0,603.42,603.42
12708,10,1307.0,2712.91,271.29
12709,15,3912.0,9706.52,647.1
12710,3,851.0,1149.02,383.01
12712,13,1062.0,4396.13,338.16
12713,1,508.0,848.55,848.55
12714,5,3069.0,4708.86,941.77
12715,1,192.0,343.36,343.36
12716,2,708.0,1053.49,526.75
12717,2,506.0,1030.98,515.49
12718,1,203.0,238.25,238.25
12719,2,374.0,644.95,322.48
12720,25,4672.0,5781.73,231.27
12721,6,1959.0,2656.13,442.69
12722,4,566.0,997.63,249.41
12723,5,434.0,725.07,145.01
12724,4,445.0,1031.41,257.85
12725,1,164.0,427.8,427.8
12726,7,3143.0,2609.1,372.73
12727,7,2098.0,3980.7,568.67
12728,4,419.0,836.33,209.08
12729,1,233.0,453.01,453.01
12731,12,8437.0,18895.91,1574.66
12732,1,111.0,236.26,236.26
12733,1,137.0,383.95,383.95
12734,1,88.0,110.4,110.4
12735,2,368.0,779.57,389.79
12736,1,173.0,234.0,234.0
12738,1,148.0,155.35,155.35
12739,2,486.0,1013.04,506.52
12740,1,342.0,427.6,427.6
12743,2,315.0,540.13,270.07
12744,7,5241.0,21279.29,3039.9
12747,11,1275.0,4196.01,381.46
12748,209,25287.0,33053.19,158.15
12749,5,1471.0,4090.88,818.18
12750,1,137.0,275.88,275.88
12752,1,2262.0,4366.78,4366.78
12753,6,11421.0,21429.39,3571.57
12754,3,6481.0,3010.74,1003.58
12755,2,1491.0,3811.95,1905.98
12756,1,144.0,112.08,112.08
12757,13,2395.0,7834.65,602.67
12758,2,2135.0,2791.59,1395.8
12759,3,902.0,1531.44,510.48
12762,2,1227.0,1898.52,949.26
12763,2,316.0,494.08,247.04
12764,1,386.0,1693.88,1693.88
12766,7,3646.0,6989.63,998.52
12769,1,356.0,1143.6,1143.6
12770,1,743.0,1351.45,1351.45
12772,1,556.0,892.47,892.47
12775,5,877.0,1386.04,277.21
12778,6,825.0,822.23,137.04
12779,8,2024.0,3981.36,497.67
12781,2,671.0,826.74,413.37
12782,5,1086.0,2330.92,466.18
12783,6,624.0,2225.91,370.99
12784,2,280.0,532.82,266.41
12785,1,131.0,311.95,311.95
12787,3,261.0,463.66,154.55
12789,1,4.0,91.85,91.85
12790,1,166.0,324.92,324.92
12791,1,97.0,192.6,192.6
12792,1,217.0,400.54,400.54
12793,2,295.0,545.48,272.74
12794,2,592.0,860.41,430.21
12795,1,68.0,430.48,430.48
12797,1,118.0,254.03,254.03
12798,3,5256.0,6977.04,2325.68
12802,1,314.0,427.58,427.58
12808,3,188.0,483.65,161.22
12809,1,220.0,489.31,489.31
12811,3,230.0,514.85,171.62
12812,1,164.0,229.64,229.64
12814,1,49.0,125.92,125.92
12815,2,379.0,1063.46,531.73
12816,2,128.0,572.2,286.1
12817,1,53.0,166.04,166.04
12818,1,929.0,1542.08,1542.08
12820,4,722.0,942.34,235.59
12821,1,70.0,92.72,92.72
12822,2,550.0,948.88,474.44
12823,5,230.0,1759.5,351.9
12824,1,232.0,397.12,397.12
12826,7,1058.0,1474.72,210.67
12827,3,197.0,430.15,143.38
12828,6,494.0,1018.71,169.79
12829,2,376.0,293.0,146.5
12830,6,9848.0,6814.64,1135.77
12831,1,135.0,215.05,215.05
12832,2,195.0,383.03,191.52
12833,1,156.0,417.38,417.38
12834,1,110.0,312.38,312.38
12836,4,1062.0,2610.36,652.59
12837,1,24.0,134.1,134.1
12838,2,355.0,671.95,335.98
12839,14,3807.0,5591.42,399.39
12840,4,1511.0,2726.77,681.69
12841,25,2720.0,3991.58,159.66
12842,2,547.0,1118.99,559.5
12843,8,781.0,1702.26,212.78
12844,2,125.0,325.96,162.98
12845,4,204.0,354.09,88.52
12847,1,873.0,843.64,843.64
12849,2,597.0,1010.29,505.15
12851,1,106.0,131.81,131.81
12852,1,149.0,311.55,311.55
12853,6,800.0,1957.1,326.18
12854,3,626.0,1316.25,438.75
12855,1,30.0,38.1,38.1
12856,6,1076.0,2170.78,361.8
12857,2,343.0,1106.4,553.2
12863,1,188.0,521.2,521.2
12864,1,216.0,147.12,147.12
12865,2,925.0,1568.23,784.12
12866,1,171.0,559.12,559.12
12867,7,4284.0,4009.34,572.76
12868,6,928.0,1607.06,267.84
12871,2,200.0,380.64,190.32
12872,2,319.0,599.97,299.99
12873,1,128.0,374.0,374.0
12875,2,2019.0,343.23,171.62
12876,2,1941.0,2218.02,1109.01
12877,12,1178.0,1535.77,127.98
12878,2,547.0,854.99,427.5
12879,3,370.0,573.22,191.07
12881,1,21.0,298.0,298.0
12882,2,246.0,1463.04,731.52
12883,4,196.0,703.47,175.87
12884,1,43.0,309.05,309.05
12885,3,655.0,1175.22,391.74
12886,2,770.0,1378.4,689.2
12888,2,76.0,354.12,177.06
12890,1,256.0,376.72,376.72
12891,3,950.0,331.0,110.33
12893,1,90.0,176.55,176.55
12895,2,210.0,372.8,186.4
12897,2,110.0,216.5,108.25
12901,28,23075.0,17654.54,630.52
12902,1,66.0,138.68,138.68
12904,2,294.0,496.06,248.03
12906,5,1749.0,2919.81,583.96
12908,2,1200.0,750.0,375.0
12909,5,1280.0,2178.67,435.73
12910,8,1692.0,3075.04,384.38
12912,5,670.0,1662.3,332.46
12913,5,1419.0,2483.63,496.73
12915,2,93.0,363.65,181.83
12916,4,1083.0,2944.95,736.24
12917,1,120.0,594.0,594.0
12919,6,673.0,1335.19,222.53
12920,1,128.0,162.78,162.78
12921,37,9526.0,16587.09,448.3
12922,1,370.0,405.38,405.38
12923,1,68.0,172.82,172.82
12924,4,481.0,933.7,233.43
12925,2,541.0,694.05,347.03
12928,5,1472.0,2062.7,412.54
12929,1,37.0,117.85,117.85
12930,2,252.0,415.8,207.9
12931,15,28004.0,42055.96,2803.73
12933,3,499.0,607.53,202.51
12935,7,1853.0,2160.7,308.67
12936,4,559.0,1063.9,265.98
12937,4,1007.0,1504.27,376.07
12938,1,140.0,114.14,114.14
12939,8,4876.0,11581.8,1447.73
12940,2,404.0,899.69,449.85
12942,3,198.0,675.6,225.2
12944,2,289.0,604.51,302.26
12945,1,165.0,462.95,462.95
12947,6,1165.0,1603.99,267.33
12948,7,1080.0,2064.95,294.99
12949,8,2381.0,4167.22,520.9
12950,3,1380.0,1843.0,614.33
12951,6,503.0,1064.07,177.35
12952,4,653.0,1387.79,346.95
12953,1,84.0,329.85,329.85
12955,11,3664.0,4757.16,432.47
12956,1,34.0,108.07,108.07
12957,8,2549.0,4017.54,502.19
12962,2,129.0,266.39,133.2
12963,8,881.0,1856.63,232.08
12965,1,282.0,769.81,769.81
12966,1,75.0,160.18,160.18
12967,2,438.0,1660.9,830.45
12968,1,73.0,135.95,135.95
12970,4,268.0,405.47,101.37
12971,86,9289.0,11189.91,130.12
12974,1,24.0,144.8,144.8
12976,1,561.0,738.6,738.6
12977,1,12.0,39.24,39.24
12980,9,886.0,7374.9,819.43
12981,2,242.0,372.22,186.11
12982,1,288.0,390.54,390.54
12984,1,26.0,97.5,97.5
12985,2,1533.0,1239.38,619.69
12987,2,219.0,558.7,279.35
12988,1,126.0,505.82,505.82
12989,15,2943.0,6924.11,461.61
12990,3,200.0,409.5,136.5
12991,2,405.0,503.76,251.88
12993,4,240.0,414.76,103.69
12994,3,459.0,974.42,324.81
12995,1,108.0,211.32,211.32
12997,4,664.0,1226.89,306.72
12999,3,342.0,455.88,151.96
13000,3,379.0,534.85,178.28
13001,13,5490.0,9785.97,752.77
13002,1,73.0,120.95,120.95
13003,3,103.0,149.05,49.68
13004,18,4822.0,5655.91,314.22
13005,2,172.0,513.7,256.85
13006,1,55.0,81.57,81.57
13008,1,175.0,229.47,229.47
13011,1,13.0,50.55,50.55
13012,8,820.0,1646.84,205.86
13013,13,2224.0,4810.94,370.07
13014,10,905.0,3466.28,346.63
13015,5,1609.0,3339.64,667.93
13016,3,527.0,789.89,263.3
13017,1,48.0,204.0,204.0
13018,28,5435.0,7277.7,259.92
13021,9,1352.0,2616.38,290.71
13023,2,286.0,689.9,344.95
13026,5,1620.0,975.36,195.07
13027,6,17280.0,6912.0,1152.0
13028,2,798.0,661.32,330.66
13029,3,134.0,1247.5,415.83
13030,2,348.0,752.44,376.22
13032,2,375.0,1010.18,505.09
13033,1,83.0,190.55,190.55
13034,2,369.0,642.77,321.39
13035,2,644.0,921.88,460.94
13037,3,431.0,881.07,293.69
13038,3,360.0,908.46,302.82
13040,2,355.0,676.99,338.5
13043,1,254.0,516.42,516.42
13044,1,429.0,560.47,560.47
13045,1,221.0,305.28,305.28
13046,2,264.0,629.31,314.66
13047,10,1391.0,3237.54,323.75
13048,4,1228.0,1819.41,454.85
13049,2,268.0,656.68,328.34
13050,17,3748.0,5836.86,343.34
13052,1,222.0,348.15,348.15
13055,3,894.0,1214.41,404.8
13058,3,52.0,271.4,90.47
13059,1,35.0,183.4,183.4
13060,1,123.0,307.53,307.53
13061,1,107.0,248.61,248.61
13062,1,343.0,346.98,346.98
13064,4,514.0,1105.59,276.4
13065,1,74.0,205.86,205.86
13066,2,322.0,470.8,235.4
13067,1,32.0,115.46,115.46
13068,2,200.0,344.0,172.0
13069,24,5873.0,4431.44,184.64
13070,1,110.0,228.8,228.8
13072,1,69.0,177.15,177.15
13075,1,485.0,919.61,919.61
13077,4,862.0,728.02,182.01
13078,26,5630.0,12627.94,485.69
13079,5,62.0,220.1,44.02
13080,1,120.0,58.08,58.08
13081,11,19068.0,28337.38,2576.13
13082,9,4324.0,3613.63,401.51
13083,2,187.0,303.75,151.88
13085,2,216.0,416.08,208.04
13089,97,31025.0,58762.08,605.79
13090,14,2263.0,8910.82,636.49
13091,1,466.0,345.82,345.82
13092,5,279.0,477.83,95.57
13093,8,3961.0,7832.47,979.06
13094,12,1716.0,1927.32,160.61
13095,1,144.0,74.4,74.4
13097,10,2360.0,6003.22,600.32
13098,28,15968.0,28882.44,1031.52
13099,1,288.0,207.36,207.36
13101,1,113.0,101.19,101.19
13102,24,4204.0,6424.09,267.67
13103,1,82.0,243.94,243.94
13104,6,504.0,1098.48,183.08
13106,1,18.0,76.5,76.5
13107,4,1293.0,1531.62,382.91
13108,1,298.0,350.06,350.06
13109,2,520.0,786.54,393.27
13110,7,388.0,1488.67,212.67
13113,24,3045.0,12245.96,510.25
13115,4,1567.0,2294.78,573.7
13116,1,291.0,501.14,501.14
13117,8,945.0,984.91,123.11
13118,5,410.0,1197.81,239.56
13120,1,12.0,30.6,30.6
13121,1,252.0,283.73,283.73
13122,2,585.0,922.39,461.2
13124,3,2119.0,3756.33,1252.11
13126,8,2143.0,2099.64,262.46
13127,1,127.0,259.17,259.17
13130,1,32.0,64.0,64.0
13131,3,447.0,1073.3,357.77
13132,1,20.0,77.3,77.3
13133,2,32.0,109.8,54.9
13134,4,1059.0,1793.58,448.4
13135,1,4300.0,3096.0,3096.0
13136,5,1328.0,2607.61,521.52
13137,8,2204.0,3603.29,450.41
13138,6,473.0,962.39,160.4
13139,7,2425.0,5064.94,723.56
13140,3,185.0,422.47,140.82
13141,5,1548.0,2388.75,477.75
13142,1,258.0,307.09,307.09
13144,1,21.0,110.95,110.95
13145,4,145.0,618.52,154.63
13146,1,154.0,228.91,228.91
13147,4,144.0,712.8,178.2
13148,12,1965.0,3683.26,306.94
13149,4,1280.0,1676.06,419.02
13151,1,363.0,1257.87,1257.87
13153,1,418.0,486.22,486.22
13155,4,497.0,971.76,242.94
13157,4,1439.0,1741.22,435.31
13158,4,784.0,1201.06,300.27
13159,4,1058.0,1429.35,357.34
13160,1,56.0,91.8,91.8
13161,1,29.0,112.75,112.75
13162,4,1713.0,1688.29,422.07
13165,2,1376.0,1021.48,510.74
13166,1,216.0,417.2,417.2
13167,4,785.0,791.33,197.83
13168,4,670.0,1299.59,324.9
13169,2,272.0,712.88,356.44
13170,1,141.0,108.81,108.81
13171,3,229.0,468.41,156.14
13173,2,277.0,353.65,176.83
13174,3,1352.0,2742.82,914.27
13176,1,448.0,481.49,481.49
13177,1,91.0,282.45,282.45
13178,11,3570.0,5725.47,520.5
13182,1,201.0,121.18,121.18
13183,9,2208.0,3957.78,439.75
13184,10,1662.0,1668.95,166.9
13185,1,12.0,71.4,71.4
13186,3,820.0,1575.89,525.3
13187,1,95.0,236.02,236.02
13188,1,25.0,114.6,114.6
13189,2,842.0,260.68,130.34
13192,2,595.0,911.94,455.97
13193,1,46.0,112.08,112.08
13194,1,26.0,60.7,60.7
13196,4,1224.0,1797.78,449.45
13198,6,2648.0,3401.24,566.87
13199,38,6176.0,9817.12,258.35
13200,4,516.0,870.09,217.52
13203,4,800.0,869.46,217.37
13207,2,130.0,250.26,125.13
13208,6,803.0,1217.65,202.94
13209,8,4253.0,5891.61,736.45
13210,1,316.0,353.48,353.48
13211,3,834.0,1095.42,365.14
13212,3,309.0,786.83,262.28
13213,5,1360.0,1520.58,304.12
13216,1,297.0,333.74,333.74
13217,3,262.0,533.98,177.99
13218,1,88.0,62.64,62.64
13220,4,196.0,819.29,204.82
13221,2,244.0,847.41,423.71
13223,2,88.0,163.2,81.6
13224,2,1518.0,2155.95,1077.98
13225,7,3416.0,6463.84,923.41
13226,1,80.0,108.21,108.21
13227,1,99.0,257.7,257.7
13228,1,200.0,358.0,358.0
13229,1,63.0,160.95,160.95
13230,14,1638.0,2755.63,196.83
13232,7,773.0,1328.35,189.76
13233,2,1004.0,605.12,302.56
13235,1,441.0,1031.07,1031.07
13236,2,416.0,744.85,372.43
13238,4,298.0,700.73,175.18
13239,1,327.0,329.56,329.56
13240,4,298.0,663.65,165.91
13242,3,130.0,270.4,90.13
13243,1,232.0,585.12,585.12
13244,1,38.0,121.74,121.74
13245,1,125.0,430.5,430.5
13246,6,1587.0,1961.52,326.92
13247,4,328.0,501.12,125.28
13248,2,305.0,465.68,232.84
13249,3,546.0,711.41,237.14
13253,2,1572.0,1030.4,515.2
13255,2,177.0,399.51,199.76
13258,3,282.0,672.83,224.28
13259,1,126.0,283.18,283.18
13260,1,142.0,557.62,557.62
13261,2,210.0,944.1,472.05
13262,1,125.0,200.29,200.29
13263,35,4768.0,7436.93,212.48
13265,5,1740.0,2092.66,418.53
13266,12,4428.0,3834.26,319.52
13267,19,1969.0,4521.49,237.97
13268,11,3624.0,3174.75,288.61
13269,15,3513.0,5343.28,356.22
13270,1,200.0,590.0,590.0
13271,1,240.0,211.49,211.49
13272,2,96.0,276.56,138.28
13273,1,153.0,138.98,138.98
13276,2,161.0,590.93,295.47
13277,4,176.0,258.4,64.6
13278,1,537.0,542.73,542.73
13279,1,73.0,137.75,137.75
13280,3,518.0,798.46,266.15
13282,3,307.0,1132.14,377.38
13283,2,90.0,93.66,46.83
13284,1,91.0,201.19,201.19
13285,4,2051.0,2709.12,677.28
13291,1,233.0,361.11,361.11
13292,2,347.0,578.94,289.47
13294,2,453.0,873.74,436.87
13295,1,82.0,201.2,201.2
13296,1,78.0,87.4,87.4
13297,4,963.0,2089.85,522.46
13298,1,96.0,360.0,360.0
13299,1,30.0,142.5,142.5
13300,1,203.0,371.89,371.89
13301,4,345.0,618.09,154.52
13302,1,5.0,63.75,63.75
13304,1,238.0,300.42,300.42
13305,10,1232.0,2000.86,200.09
13307,1,4.0,15.0,15.0
13308,3,843.0,1385.51,461.84
13309,5,1544.0,1456.79,291.36
13310,3,587.0,1132.03,377.34
13311,2,305.0,598.57,299.29
13313,5,851.0,1555.32,311.06
13314,3,560.0,775.94,258.65
13316,4,5508.0,5732.93,1433.23
13317,6,1035.0,2273.68,378.95
13318,3,304.0,640.76,213.59
13319,26,4724.0,10845.55,417.14
13320,4,1086.0,1532.2,383.05
13321,2,372.0,567.36,283.68
13322,1,117.0,199.48,199.48
13323,5,175.0,787.85,157.57
13324,10,5205.0,7121.95,712.19
13325,1,240.0,675.3,675.3
13327,8,1600.0,3627.77,453.47
13328,1,680.0,1308.48,1308.48
13329,2,463.0,789.0,394.5
13330,3,751.0,1140.93,380.31
13332,1,179.0,350.9,350.9
13334,3,1764.0,3502.32,1167.44
13336,1,559.0,795.12,795.12
13338,1,256.0,487.02,487.02
13339,1,326.0,860.12,860.12
13340,7,5770.0,10736.48,1533.78
13341,1,301.0,775.85,775.85
13343,1,135.0,353.43,353.43
13344,3,952.0,2511.69,837.23
13345,1,141.0,389.5,389.5
13347,1,205.0,341.36,341.36
13348,1,136.0,233.76,233.76
13349,1,225.0,247.32,247.32
13350,2,287.0,979.12,489.56
13351,1,117.0,373.94,373.94
13352,1,321.0,397.98,397.98
13354,1,604.0,743.53,743.53
13355,1,314.0,674.7,674.7
13356,1,325.0,768.24,768.24
13357,1,321.0,609.4,609.4
13358,1,285.0,439.03,439.03
13359,1,161.0,439.56,439.56
13362,4,1382.0,3090.74,772.69
13363,2,710.0,992.5,496.25
13364,1,71.0,134.96,134.96
13365,2,1247.0,2225.37,1112.69
13366,1,144.0,56.16,56.16
13368,2,327.0,623.4,311.7
13369,1,149.0,308.28,308.28
13370,1,343.0,754.87,754.87
13372,1,159.0,378.64,378.64
13373,3,1651.0,3312.25,1104.08
13375,1,442.0,778.65,778.65
13376,3,493.0,1019.76,339.92
13379,3,601.0,572.56,190.85
13381,6,2029.0,3639.31,606.55
13382,1,131.0,222.99,222.99
13384,7,2422.0,4151.93,593.13
13385,1,281.0,534.57,534.57
